Country,Region,Income_Group,Year,GDP_Per_Capita,GDP_Growth_Rate,Inflation_Rate,Unemployment_Rate,Life_Expectancy,Education_Spend_PCT_GDP,Health_Spend_PCT_GDP,Exports_PCT_GDP,CO2_Emissions_Per_Capita,Internet_Users_PCT,Population
Saudi Arabia,Asia,High income,2000,23000.0,5.54,2.04,5.65,75.4,3.11,10.27,29.94,12.36,66.27,761530005.0
Saudi Arabia,Asia,High income,2001,23721.24,3.14,3.3,8.86,81.7,4.89,8.41,18.69,8.3,62.4,1094600866.0
Saudi Arabia,Asia,High income,2002,25268.66,4.82,2.84,1.32,81.1,4.91,10.05,30.25,6.91,84.64,624002181.0
Saudi Arabia,Asia,High income,2003,27512.31,6.15,3.14,5.94,81.6,5.7,11.45,36.22,8.49,82.12,641331463.0
Saudi Arabia,Asia,High income,2004,26902.34,4.0,2.43,6.52,79.0,5.44,9.74,32.91,6.01,74.79,1031194208.0
Saudi Arabia,Asia,High income,2005,27812.49,3.87,0.5,2.56,79.6,3.51,7.49,24.14,7.36,66.26,807374713.0
Saudi Arabia,Asia,High income,2006,29587.35,4.29,4.95,3.44,80.3,5.04,9.28,45.09,11.21,94.09,42980151.0
Saudi Arabia,Asia,High income,2007,25395.47,1.43,2.72,7.41,79.2,5.16,8.15,18.8,11.63,100.0,176338068.0
Saudi Arabia,Asia,High income,2008,23798.7,0.43,3.41,4.15,77.5,4.53,10.06,16.93,6.8,85.7,95718221.0
Saudi Arabia,Asia,High income,2009,22020.33,-0.48,2.73,3.21,83.4,5.53,9.15,31.06,12.79,83.05,438311459.0
Saudi Arabia,Asia,High income,2010,29379.07,2.48,2.33,4.96,80.3,6.72,7.38,22.37,12.07,89.04,625133741.0
Saudi Arabia,Asia,High income,2011,34742.68,3.82,4.86,7.19,82.8,7.1,9.63,45.57,9.6,78.83,467620348.0
Saudi Arabia,Asia,High income,2012,36376.41,3.89,3.38,8.9,82.9,4.85,9.04,29.53,6.84,88.6,706033912.0
Saudi Arabia,Asia,High income,2013,26825.74,1.19,0.69,3.31,78.8,5.39,8.1,33.18,11.3,100.0,1074986582.0
Saudi Arabia,Asia,High income,2014,33641.11,2.75,1.35,5.55,83.5,4.9,12.15,24.74,10.06,94.28,609302925.0
Saudi Arabia,Asia,High income,2015,33811.01,2.6,3.79,1.38,82.1,4.73,8.25,34.39,10.16,100.0,654431764.0
Saudi Arabia,Asia,High income,2016,35398.61,2.73,1.45,5.31,81.8,4.83,9.3,23.93,9.19,97.14,1320204406.0
Saudi Arabia,Asia,High income,2017,21562.91,-0.38,5.24,5.74,80.3,5.84,7.65,39.47,7.21,100.0,1396742332.0
Saudi Arabia,Asia,High income,2018,25517.8,0.58,1.07,7.16,83.6,5.99,10.61,21.21,10.7,100.0,56407189.0
Saudi Arabia,Asia,High income,2019,46074.92,3.72,5.16,4.09,81.1,7.35,8.84,23.65,11.55,100.0,897700002.0
Saudi Arabia,Asia,High income,2020,9492.91,-4.33,0.5,7.3,77.6,6.87,7.37,42.55,11.89,100.0,175789098.0
Saudi Arabia,Asia,High income,2021,54142.05,4.16,2.36,5.22,84.2,5.76,8.81,39.67,8.39,100.0,939235653.0
Saudi Arabia,Asia,High income,2022,29930.79,1.2,8.39,7.35,81.8,5.16,9.75,16.43,10.45,100.0,68748463.0
Saudi Arabia,Asia,High income,2023,49895.16,3.42,2.57,7.36,83.6,3.48,9.3,26.81,7.45,100.0,263930964.0
UAE,Asia,High income,2000,43000.0,4.27,3.59,7.54,79.6,4.34,7.0,14.48,11.32,91.89,1038486939.0
UAE,Asia,High income,2001,45377.41,5.53,0.89,6.26,77.4,5.16,9.57,21.95,7.71,86.16,148357658.0
UAE,Asia,High income,2002,45425.56,2.78,5.57,7.59,80.4,6.35,9.77,25.39,11.51,69.06,1341180508.0
UAE,Asia,High income,2003,48504.63,4.1,3.16,4.08,80.5,4.68,8.2,23.46,11.73,84.38,296794264.0
UAE,Asia,High income,2004,48316.6,2.96,1.84,6.76,79.6,5.9,7.56,24.11,9.08,94.57,1056881028.0
UAE,Asia,High income,2005,55455.56,5.22,1.98,1.28,80.2,5.46,7.45,19.56,11.74,67.94,353625681.0
UAE,Asia,High income,2006,47899.48,1.81,3.76,6.38,80.4,6.16,8.9,18.13,12.12,83.11,130677864.0
UAE,Asia,High income,2007,44577.18,0.52,5.72,4.29,77.8,6.04,11.02,17.39,13.95,94.65,955898278.0
UAE,Asia,High income,2008,41984.96,-0.3,6.53,4.89,79.1,5.67,10.42,35.01,8.24,99.42,150287273.0
UAE,Asia,High income,2009,32849.04,-2.95,5.25,5.17,83.4,4.13,6.42,10.67,12.14,85.77,1310679102.0
UAE,Asia,High income,2010,57043.1,2.87,4.17,4.8,80.4,5.91,8.65,43.93,11.68,100.0,39856048.0
UAE,Asia,High income,2011,45231.09,0.46,5.9,2.15,81.2,5.2,10.05,17.83,13.26,80.42,150877048.0
UAE,Asia,High income,2012,65926.56,3.63,1.86,6.7,78.3,6.95,9.02,24.04,9.4,100.0,529952692.0
UAE,Asia,High income,2013,49878.37,1.15,2.49,3.67,81.0,5.6,7.22,27.02,9.32,97.78,79747468.0
UAE,Asia,High income,2014,61400.39,2.58,1.03,4.99,82.7,5.31,10.79,40.22,11.84,96.4,892404368.0
UAE,Asia,High income,2015,44683.02,0.26,2.61,3.78,81.5,5.51,11.02,28.92,12.75,99.35,833783015.0
UAE,Asia,High income,2016,57306.28,1.81,4.87,8.27,84.0,4.41,8.62,26.55,10.98,100.0,448362550.0
UAE,Asia,High income,2017,48332.11,0.69,0.5,5.04,81.0,6.54,8.15,34.15,7.66,100.0,725462481.0
UAE,Asia,High income,2018,63284.49,2.17,2.79,4.09,85.2,4.61,10.16,33.56,12.52,100.0,879428635.0
UAE,Asia,High income,2019,50794.71,0.88,2.39,7.4,83.1,5.1,8.1,49.48,7.11,100.0,877710281.0
UAE,Asia,High income,2020,7386.15,-8.43,0.5,9.63,82.3,5.27,11.08,36.37,13.23,96.07,649778801.0
UAE,Asia,High income,2021,150224.56,6.14,3.56,4.65,82.9,5.37,12.32,35.57,7.85,100.0,526461796.0
UAE,Asia,High income,2022,76332.46,2.64,5.4,7.96,81.7,4.93,8.29,37.18,9.68,100.0,724422402.0
UAE,Asia,High income,2023,137913.18,5.2,0.53,6.92,80.6,5.7,7.11,37.32,11.86,100.0,942950911.0
Thailand,Asia,Upper middle income,2000,7800.0,6.15,6.5,6.54,70.8,5.47,3.95,14.63,6.33,47.04,575872626.0
Thailand,Asia,Upper middle income,2001,7926.74,1.62,3.46,4.51,71.6,4.27,5.65,19.91,4.03,57.74,871754513.0
Thailand,Asia,Upper middle income,2002,8038.58,1.52,3.11,8.33,73.5,4.58,4.81,39.07,4.03,67.55,1270911860.0
Thailand,Asia,Upper middle income,2003,8749.45,3.9,6.98,8.1,73.6,3.44,4.31,32.69,5.25,47.72,806321563.0
Thailand,Asia,Upper middle income,2004,9775.82,5.81,6.22,9.01,73.6,4.03,4.54,24.19,0.1,63.11,704756971.0
Thailand,Asia,Upper middle income,2005,8945.66,2.78,5.82,10.18,73.6,3.04,5.2,23.81,2.83,66.08,1347292111.0
Thailand,Asia,Upper middle income,2006,8795.85,2.02,6.07,4.27,74.3,4.52,5.74,25.02,5.83,80.04,185892684.0
Thailand,Asia,Upper middle income,2007,9781.87,3.29,10.0,11.06,72.7,3.17,5.88,21.3,5.78,58.89,142081285.0
Thailand,Asia,Upper middle income,2008,7961.73,0.26,10.56,5.67,74.6,2.73,6.0,31.72,5.77,57.06,598844827.0
Thailand,Asia,Upper middle income,2009,9847.59,2.62,8.99,5.32,72.5,4.27,7.04,25.27,5.05,75.88,1330415773.0
Thailand,Asia,Upper middle income,2010,6503.91,-1.8,7.57,6.95,75.9,2.9,1.0,27.79,5.58,53.09,688953270.0
Thailand,Asia,Upper middle income,2011,9241.67,1.55,2.99,7.84,73.5,5.45,3.9,21.9,3.23,66.29,645211572.0
Thailand,Asia,Upper middle income,2012,14356.53,5.22,2.1,2.9,75.3,4.51,4.91,11.05,3.58,70.37,1063448448.0
Thailand,Asia,Upper middle income,2013,7810.42,0.01,7.32,5.14,73.8,3.66,3.99,36.55,2.22,77.5,1038922550.0
Thailand,Asia,Upper middle income,2014,14973.28,4.77,5.5,9.64,72.4,4.63,4.58,23.42,4.63,67.54,274774268.0
Thailand,Asia,Upper middle income,2015,13976.12,3.96,7.36,6.6,70.8,4.33,6.51,37.82,4.24,78.95,159547631.0
Thailand,Asia,Upper middle income,2016,18286.64,5.47,7.24,3.18,74.6,3.53,3.86,38.51,3.69,70.94,25731598.0
Thailand,Asia,Upper middle income,2017,15670.51,4.19,5.6,5.24,74.9,4.59,4.77,39.04,3.38,77.63,1226368265.0
Thailand,Asia,Upper middle income,2018,12370.75,2.6,6.96,1.75,79.8,4.53,5.22,36.82,9.69,90.71,190910700.0
Thailand,Asia,Upper middle income,2019,25224.14,6.37,5.45,7.54,72.8,3.17,2.95,17.89,0.1,80.43,1381204002.0
Thailand,Asia,Upper middle income,2020,8393.49,0.37,4.96,16.15,77.7,2.76,5.35,18.92,2.97,71.6,163306252.0
Thailand,Asia,Upper middle income,2021,48393.56,9.08,7.17,8.23,73.7,3.59,5.67,17.01,7.41,92.59,1312504901.0
Thailand,Asia,Upper middle income,2022,11722.57,1.87,10.95,8.26,74.4,3.23,7.41,27.27,6.27,79.78,563463449.0
Thailand,Asia,Upper middle income,2023,9698.78,0.95,5.99,5.69,74.9,3.03,6.81,18.39,4.14,93.28,513488387.0
Vietnam,Asia,Lower middle income,2000,2800.0,2.42,7.25,11.29,66.9,2.5,1.27,27.68,0.1,19.82,810200223.0
Vietnam,Asia,Lower middle income,2001,3065.32,9.48,8.23,11.71,64.3,1.87,3.63,35.02,3.28,30.16,1251615294.0
Vietnam,Asia,Lower middle income,2002,3418.33,10.49,8.61,11.17,68.1,3.45,2.25,20.51,1.98,15.09,472799125.0
Vietnam,Asia,Lower middle income,2003,3247.86,5.07,7.9,9.51,69.7,3.89,4.45,29.71,0.77,26.75,1192226272.0
Vietnam,Asia,Lower middle income,2004,3469.95,5.51,10.46,11.97,62.8,3.59,2.69,25.83,0.1,48.48,358304880.0
Vietnam,Asia,Lower middle income,2005,4233.61,8.62,10.05,9.19,66.7,2.54,5.29,28.65,0.1,39.2,796553425.0
Vietnam,Asia,Lower middle income,2006,3733.63,4.91,10.12,9.9,66.9,2.68,1.46,23.77,2.12,27.44,1014518794.0
Vietnam,Asia,Lower middle income,2007,3885.8,4.79,10.07,8.62,64.6,1.0,2.17,38.09,0.1,25.98,514593051.0
Vietnam,Asia,Lower middle income,2008,5844.73,9.64,10.23,10.78,61.8,1.8,4.33,27.87,1.21,42.65,906984216.0
Vietnam,Asia,Lower middle income,2009,5790.13,8.41,10.17,9.33,72.4,3.63,2.0,22.75,0.1,14.45,74267351.0
Vietnam,Asia,Lower middle income,2010,5843.35,7.63,14.23,11.62,64.8,2.58,2.32,7.04,0.84,47.33,911534957.0
Vietnam,Asia,Lower middle income,2011,3362.19,1.68,7.38,12.46,66.3,2.67,3.09,27.85,0.39,41.72,797137682.0
Vietnam,Asia,Lower middle income,2012,2538.34,-0.81,12.08,10.31,67.6,2.94,1.9,23.14,0.1,65.77,499800301.0
Vietnam,Asia,Lower middle income,2013,3529.25,1.8,8.03,7.48,67.9,3.99,3.76,23.11,1.96,53.51,742308249.0
Vietnam,Asia,Lower middle income,2014,13778.78,12.06,6.63,13.25,67.9,3.5,1.0,23.3,0.1,54.28,1386904511.0
Vietnam,Asia,Lower middle income,2015,9803.81,8.71,7.97,6.4,65.9,1.09,3.64,33.32,1.06,50.36,1222768884.0
Vietnam,Asia,Lower middle income,2016,3754.5,1.85,5.76,11.42,67.4,2.86,2.36,21.95,3.59,45.65,540080726.0
Vietnam,Asia,Lower middle income,2017,3592.47,1.48,8.29,10.45,68.2,3.0,1.96,24.46,0.63,34.24,220085222.0
Vietnam,Asia,Lower middle income,2018,10000.8,7.33,4.89,10.4,67.9,3.04,4.56,28.34,4.46,42.06,177029652.0
Vietnam,Asia,Lower middle income,2019,8332.72,5.91,4.53,10.44,68.0,2.58,3.74,25.41,0.1,53.23,772587311.0
Vietnam,Asia,Lower middle income,2020,1247.37,-3.96,6.59,10.22,71.4,2.88,2.48,33.89,0.1,47.33,1307679171.0
Vietnam,Asia,Lower middle income,2021,19581.58,9.7,9.41,12.38,69.1,4.06,3.05,33.06,1.65,46.25,178058523.0
Vietnam,Asia,Lower middle income,2022,6717.75,4.06,17.08,9.92,65.5,2.87,3.78,41.73,0.32,42.18,575437546.0
Vietnam,Asia,Lower middle income,2023,16267.7,7.95,7.35,8.13,67.1,3.61,2.92,16.7,2.68,66.17,1281236779.0
Bangladesh,Asia,Lower middle income,2000,2200.0,6.81,9.69,10.79,65.9,1.42,3.08,29.8,2.96,18.08,1109659405.0
Bangladesh,Asia,Lower middle income,2001,2277.5,3.52,7.15,12.12,65.5,4.2,4.2,13.23,1.3,36.4,849958876.0
Bangladesh,Asia,Lower middle income,2002,2521.34,7.05,6.94,8.26,65.3,3.14,7.38,23.16,0.1,30.73,820123242.0
Bangladesh,Asia,Lower middle income,2003,2152.57,-0.72,6.24,12.81,63.5,2.45,1.28,27.56,4.24,19.51,784382318.0
Bangladesh,Asia,Lower middle income,2004,2343.78,1.6,4.29,9.75,65.6,3.22,2.33,22.99,2.24,41.4,1234451703.0
Bangladesh,Asia,Lower middle income,2005,2160.13,-0.37,8.51,8.76,64.1,1.0,2.66,39.39,0.1,17.28,1196232119.0
Bangladesh,Asia,Lower middle income,2006,2620.91,2.96,9.85,9.34,64.9,3.15,4.16,48.82,3.15,45.6,732839106.0
Bangladesh,Asia,Lower middle income,2007,2891.56,3.98,9.45,10.12,67.6,2.61,1.84,33.11,0.1,41.92,520093653.0
Bangladesh,Asia,Lower middle income,2008,5017.0,10.85,10.03,9.55,64.3,5.94,1.39,20.71,2.33,43.0,778441204.0
Bangladesh,Asia,Lower middle income,2009,3836.49,6.37,8.53,13.33,67.1,2.13,6.32,28.92,2.85,35.81,822524131.0
Bangladesh,Asia,Lower middle income,2010,3650.34,5.19,6.32,11.5,67.8,3.97,2.98,19.0,0.1,48.19,124738187.0
Bangladesh,Asia,Lower middle income,2011,4523.13,6.77,7.2,11.63,65.6,2.32,1.0,19.97,0.1,37.49,414999383.0
Bangladesh,Asia,Lower middle income,2012,2369.09,0.62,12.05,12.51,65.2,3.27,3.63,36.91,0.1,53.92,345264372.0
Bangladesh,Asia,Lower middle income,2013,3597.9,3.86,8.72,11.94,67.7,1.39,6.17,28.75,2.53,40.73,433461303.0
Bangladesh,Asia,Lower middle income,2014,2560.05,1.09,5.47,8.45,67.3,2.36,3.99,35.27,2.7,62.19,926773507.0
Bangladesh,Asia,Lower middle income,2015,5858.51,6.75,10.24,8.95,68.4,1.28,1.97,38.93,0.73,28.82,1145239910.0
Bangladesh,Asia,Lower middle income,2016,5372.39,5.74,9.52,11.39,68.0,2.79,2.53,33.58,2.61,46.43,125531193.0
Bangladesh,Asia,Lower middle income,2017,9151.06,8.75,5.0,9.31,69.5,2.25,5.86,10.64,0.98,43.94,126036436.0
Bangladesh,Asia,Lower middle income,2018,2617.43,0.97,7.56,9.61,68.8,3.22,1.2,35.84,1.92,53.98,951000794.0
Bangladesh,Asia,Lower middle income,2019,6054.31,5.47,4.78,8.61,64.2,3.54,4.84,23.17,0.1,43.74,224069370.0
Bangladesh,Asia,Lower middle income,2020,2183.51,-0.04,6.4,12.31,69.5,1.95,3.64,7.98,0.38,51.71,1384997283.0
Bangladesh,Asia,Lower middle income,2021,37957.31,14.52,7.68,9.03,69.4,1.0,4.7,15.87,2.32,60.05,770988148.0
Bangladesh,Asia,Lower middle income,2022,5084.38,3.88,13.79,6.74,66.5,1.19,2.59,24.54,1.73,58.62,80410160.0
Bangladesh,Asia,Lower middle income,2023,4075.95,2.72,7.53,9.34,63.6,1.71,3.96,33.04,0.1,51.35,443398063.0
Pakistan,Asia,Lower middle income,2000,1500.0,2.21,7.86,10.86,66.5,5.57,1.0,31.09,0.39,19.14,946692201.0
Pakistan,Asia,Lower middle income,2001,1554.61,3.64,9.37,9.7,65.2,2.12,2.4,14.7,0.1,30.27,1355247030.0
Pakistan,Asia,Lower middle income,2002,1545.58,1.51,3.64,8.6,65.6,3.1,3.22,10.89,3.11,30.4,101133451.0
Pakistan,Asia,Lower middle income,2003,1873.82,7.7,8.12,8.38,63.7,1.43,3.46,12.46,1.51,35.42,116538957.0
Pakistan,Asia,Lower middle income,2004,1555.07,0.91,10.3,9.59,67.8,2.47,2.21,17.36,3.25,23.91,450700073.0
Pakistan,Asia,Lower middle income,2005,2146.82,7.43,9.37,9.89,63.8,2.6,1.0,32.78,1.16,8.44,1254782631.0
Pakistan,Asia,Lower middle income,2006,1810.61,3.19,4.45,8.63,64.7,3.11,2.48,31.88,0.27,33.43,582790903.0
Pakistan,Asia,Lower middle income,2007,2751.22,9.05,6.6,8.09,65.2,1.87,3.32,32.67,2.86,34.12,68325693.0
Pakistan,Asia,Lower middle income,2008,2475.02,6.46,7.19,9.12,66.4,4.7,1.34,34.76,4.3,30.71,598243869.0
Pakistan,Asia,Lower middle income,2009,1901.02,2.67,6.04,9.46,66.3,4.59,4.44,19.17,2.28,46.76,66226709.0
Pakistan,Asia,Lower middle income,2010,3907.03,10.05,8.76,9.25,65.5,2.83,5.46,23.17,1.46,35.18,757301501.0
Pakistan,Asia,Lower middle income,2011,3792.06,8.8,10.37,12.07,66.7,3.6,3.79,23.83,0.1,51.17,177486711.0
Pakistan,Asia,Lower middle income,2012,2476.57,4.27,10.04,9.24,71.0,3.43,1.09,23.71,0.2,21.06,1048266709.0
Pakistan,Asia,Lower middle income,2013,5364.04,10.3,9.02,11.24,68.4,3.06,3.44,27.89,0.24,26.92,659252973.0
Pakistan,Asia,Lower middle income,2014,2898.9,4.82,7.72,10.27,68.6,3.64,3.39,36.96,0.1,51.05,491224447.0
Pakistan,Asia,Lower middle income,2015,4364.34,7.38,9.23,5.49,65.9,2.22,2.07,33.62,1.54,33.6,1211970228.0
Pakistan,Asia,Lower middle income,2016,3255.53,4.96,7.78,12.58,65.9,4.32,3.32,23.4,6.5,38.44,933559043.0
Pakistan,Asia,Lower middle income,2017,3138.72,4.44,9.29,6.74,64.9,5.14,2.23,32.3,4.9,27.36,929242797.0
Pakistan,Asia,Lower middle income,2018,3051.44,4.02,10.66,8.05,68.5,2.83,3.96,24.36,0.1,52.76,1301853740.0
Pakistan,Asia,Lower middle income,2019,7250.99,8.65,4.32,3.76,68.3,2.74,3.6,22.48,5.54,55.81,1090032974.0
Pakistan,Asia,Lower middle income,2020,2372.72,2.32,6.0,12.99,66.9,2.66,2.44,15.2,0.1,48.32,705416620.0
Pakistan,Asia,Lower middle income,2021,11271.44,10.08,8.59,7.45,69.8,5.04,1.74,37.17,0.74,71.56,678116205.0
Pakistan,Asia,Lower middle income,2022,10106.37,9.06,15.08,8.89,67.8,2.25,3.57,36.25,0.1,62.09,13327187.0
Pakistan,Asia,Lower middle income,2023,4285.49,4.67,5.11,11.37,69.4,2.67,5.43,18.82,1.16,67.19,268192681.0
Ethiopia,Africa,Low income,2000,900.0,8.2,8.08,11.32,68.5,4.04,3.14,19.89,0.1,23.32,454647056.0
Ethiopia,Africa,Low income,2001,940.7,4.52,7.83,10.35,69.1,2.54,2.92,12.5,2.72,30.48,876949855.0
Ethiopia,Africa,Low income,2002,956.06,3.07,8.73,8.52,67.0,3.15,3.45,17.17,2.91,48.85,1078078079.0
Ethiopia,Africa,Low income,2003,968.53,2.48,7.36,11.09,65.6,4.32,1.0,21.03,4.7,35.13,575600600.0
Ethiopia,Africa,Low income,2004,1310.2,9.84,9.88,9.65,65.8,2.87,4.69,16.24,0.1,41.1,529997441.0
Ethiopia,Africa,Low income,2005,1168.86,5.37,7.22,10.48,66.2,2.99,1.94,31.59,0.1,32.59,573680518.0
Ethiopia,Africa,Low income,2006,1395.32,7.58,9.43,6.54,68.6,5.5,3.07,18.59,7.15,20.81,1137919700.0
Ethiopia,Africa,Low income,2007,1314.46,5.56,5.83,10.25,65.8,3.51,3.08,13.79,0.35,28.12,569587819.0
Ethiopia,Africa,Low income,2008,1828.54,9.27,9.0,7.46,65.9,3.07,1.0,28.32,0.1,54.11,1312817609.0
Ethiopia,Africa,Low income,2009,1404.82,5.07,8.91,9.25,67.6,2.69,2.76,24.75,0.32,37.75,761657151.0
Ethiopia,Africa,Low income,2010,1393.72,4.47,3.83,11.95,67.1,2.23,5.85,25.87,0.1,48.57,228482265.0
Ethiopia,Africa,Low income,2011,1835.65,6.69,8.72,10.64,66.2,3.38,2.57,31.42,0.25,42.23,61911583.0
Ethiopia,Africa,Low income,2012,1474.26,4.2,11.44,8.47,65.6,2.55,1.18,5.0,1.04,44.36,898390764.0
Ethiopia,Africa,Low income,2013,1770.47,5.34,7.89,9.23,66.2,3.72,3.32,21.66,4.09,64.0,75480395.0
Ethiopia,Africa,Low income,2014,2177.7,6.52,6.01,10.04,64.2,1.23,3.55,21.16,1.9,45.82,225418332.0
Ethiopia,Africa,Low income,2015,1317.04,2.57,3.46,9.58,65.4,3.34,1.0,19.88,3.43,40.74,44183378.0
Ethiopia,Africa,Low income,2016,2148.3,5.59,9.03,8.04,64.6,3.11,2.52,31.26,1.34,51.05,675557514.0
Ethiopia,Africa,Low income,2017,1001.38,0.63,7.22,10.37,66.4,2.38,1.82,31.01,0.1,54.14,1206344118.0
Ethiopia,Africa,Low income,2018,2394.82,5.59,9.4,7.53,66.3,3.46,6.15,23.62,2.68,50.93,717850414.0
Ethiopia,Africa,Low income,2019,6912.46,11.33,7.34,6.6,71.6,2.74,2.74,29.43,1.49,47.56,762473634.0
Ethiopia,Africa,Low income,2020,1635.11,3.03,6.7,13.59,67.5,2.59,5.73,36.77,1.77,31.96,690799866.0
Ethiopia,Africa,Low income,2021,4912.3,8.42,5.42,10.66,68.7,3.67,1.83,27.6,0.1,59.1,110637396.0
Ethiopia,Africa,Low income,2022,602.72,-1.81,13.37,8.37,68.7,1.75,2.6,25.34,2.04,46.85,133087111.0
Ethiopia,Africa,Low income,2023,6658.3,9.09,11.72,8.11,64.9,3.29,3.47,31.66,2.85,77.21,566625074.0
Kenya,Africa,Lower middle income,2000,1900.0,1.82,6.82,10.72,62.6,1.51,1.0,32.21,0.41,54.27,427012897.0
Kenya,Africa,Lower middle income,2001,1947.82,2.52,6.22,11.26,63.3,4.57,1.65,5.0,0.1,23.89,433829718.0
Kenya,Africa,Lower middle income,2002,2266.94,9.23,10.46,9.33,61.7,2.43,2.1,18.43,0.1,21.47,895148405.0
Kenya,Africa,Lower middle income,2003,2158.29,4.34,5.28,12.46,66.4,4.77,4.18,12.32,1.69,19.34,612288773.0
Kenya,Africa,Lower middle income,2004,2538.99,7.52,5.0,7.04,68.9,2.26,1.75,5.0,0.8,28.72,523135705.0
Kenya,Africa,Lower middle income,2005,2746.33,7.65,10.2,9.24,68.1,4.57,4.53,19.67,0.1,35.63,696285609.0
Kenya,Africa,Lower middle income,2006,2552.6,5.04,10.12,8.21,65.1,2.82,1.0,41.71,0.1,39.06,839188886.0
Kenya,Africa,Lower middle income,2007,2716.54,5.24,7.76,10.19,62.7,1.96,4.63,27.09,0.7,40.36,936420180.0
Kenya,Africa,Lower middle income,2008,3857.83,9.26,10.32,11.29,66.4,1.25,1.71,31.72,1.83,48.81,399699457.0
Kenya,Africa,Lower middle income,2009,2875.02,4.71,11.49,8.64,66.0,2.46,7.34,27.78,0.1,51.72,857951740.0
Kenya,Africa,Lower middle income,2010,4595.36,9.23,12.46,7.36,68.0,3.0,1.0,29.93,3.17,33.99,566812911.0
Kenya,Africa,Lower middle income,2011,4901.7,9.0,5.53,9.15,66.9,2.35,4.05,19.72,2.01,42.68,572793666.0
Kenya,Africa,Lower middle income,2012,3099.69,4.16,12.11,8.37,71.0,3.03,1.0,38.68,1.75,51.51,159185240.0
Kenya,Africa,Lower middle income,2013,5945.35,9.17,8.01,13.62,66.7,2.62,1.25,26.4,2.09,32.48,1000285393.0
Kenya,Africa,Lower middle income,2014,4421.99,6.22,8.97,8.0,70.3,4.99,3.59,40.9,0.36,38.03,269226743.0
Kenya,Africa,Lower middle income,2015,4316.35,5.62,9.0,11.51,69.1,1.78,3.46,12.63,0.93,53.9,938520439.0
Kenya,Africa,Lower middle income,2016,5529.01,6.9,5.66,7.77,66.1,2.06,2.18,22.86,3.17,45.79,449090365.0
Kenya,Africa,Lower middle income,2017,2154.84,0.74,10.2,9.62,65.2,3.23,3.21,44.57,3.08,53.56,616888182.0
Kenya,Africa,Lower middle income,2018,5656.57,6.25,8.8,14.98,67.1,2.68,3.17,35.72,0.1,32.34,613898902.0
Kenya,Africa,Lower middle income,2019,3816.15,3.74,6.55,8.98,68.2,4.96,2.08,14.76,0.1,55.03,206860486.0
Kenya,Africa,Lower middle income,2020,4131.78,3.96,9.63,14.91,70.4,5.2,2.47,26.1,0.67,55.02,500839903.0
Kenya,Africa,Lower middle income,2021,30313.9,14.1,9.72,7.31,69.7,3.39,4.78,18.08,3.49,58.1,739173046.0
Kenya,Africa,Lower middle income,2022,30369.26,13.43,13.2,10.1,69.7,2.63,6.58,26.8,0.95,49.64,429081824.0
Kenya,Africa,Lower middle income,2023,13196.31,8.79,7.32,11.07,69.8,3.14,1.75,42.37,0.1,72.52,388523154.0
Ghana,Africa,Lower middle income,2000,2300.0,1.49,10.67,13.1,65.6,4.22,3.2,24.05,0.83,21.9,101790762.0
Ghana,Africa,Lower middle income,2001,2319.7,0.86,7.73,11.54,65.2,3.3,3.6,27.45,2.91,25.28,759569991.0
Ghana,Africa,Lower middle income,2002,2396.2,2.07,8.17,10.47,63.9,2.41,3.35,13.67,2.2,19.05,649015717.0
Ghana,Africa,Lower middle income,2003,2953.11,8.69,5.65,10.71,63.7,4.06,1.57,29.53,0.1,33.35,595786417.0
Ghana,Africa,Lower middle income,2004,3125.31,7.97,6.33,11.1,64.9,2.89,3.22,17.38,1.92,46.3,923362834.0
Ghana,Africa,Lower middle income,2005,2687.85,3.17,5.12,11.65,64.1,2.75,3.05,43.17,0.1,40.85,454551301.0
Ghana,Africa,Lower middle income,2006,3808.69,8.77,6.86,10.09,67.8,2.52,2.93,24.83,2.87,39.91,34635195.0
Ghana,Africa,Lower middle income,2007,3201.89,4.84,10.66,14.42,65.3,1.57,4.94,33.65,0.52,29.34,369231087.0
Ghana,Africa,Lower middle income,2008,4155.35,7.67,10.9,9.68,64.4,3.09,1.0,26.43,3.24,24.49,576887270.0
Ghana,Africa,Lower middle income,2009,2082.53,-1.1,9.27,13.42,67.8,1.08,1.0,21.04,5.98,29.11,968763539.0
Ghana,Africa,Lower middle income,2010,5148.95,8.39,7.39,6.54,70.4,2.94,1.88,29.17,3.83,39.77,166287156.0
Ghana,Africa,Lower middle income,2011,6139.19,9.34,9.96,11.34,66.6,1.11,1.0,9.17,0.48,37.73,275765637.0
Ghana,Africa,Lower middle income,2012,3616.31,3.84,5.81,14.58,70.5,1.84,5.37,21.01,1.76,42.37,769696410.0
Ghana,Africa,Lower middle income,2013,3606.49,3.52,6.99,11.12,63.7,2.07,1.37,21.9,4.34,44.67,618426848.0
Ghana,Africa,Lower middle income,2014,7783.18,9.1,7.94,9.83,70.9,3.52,2.51,10.74,2.29,54.29,62281714.0
Ghana,Africa,Lower middle income,2015,3912.38,3.61,7.09,12.57,69.3,2.98,4.53,5.0,3.08,36.31,170210218.0
Ghana,Africa,Lower middle income,2016,4907.4,4.85,6.12,12.67,69.3,2.4,3.75,30.37,2.78,32.06,367880792.0
Ghana,Africa,Lower middle income,2017,9233.83,8.52,8.05,7.89,63.9,4.09,1.0,20.98,3.02,53.17,229906407.0
